==== START logs for container coredns of pod kube-system/coredns-66bc5c9577-2d4h5 ====
maxprocs: Leaving GOMAXPROCS=16: CPU quota undefined
.:53
[INFO] plugin/reload: Running configuration SHA512 = e7e8a6c4578bf29b9f453cb54ade3fb14671793481527b7435e35119b25e84eb3a79242b1f470199f8605ace441674db8f1b6715b77448c20dde63e2dc5d2169
CoreDNS-1.12.1
linux/amd64, go1.24.1, 707c7c1
[INFO] 10.244.0.23:56170 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000749978s
[INFO] 10.244.0.23:41220 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000824971s
[INFO] 10.244.0.23:40073 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000949179s
[INFO] 10.244.0.19:39118 - 7441 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000635429s
[INFO] 10.244.0.19:33738 - 16058 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000746822s
[INFO] 10.244.0.19:50518 - 15076 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000883096s
[INFO] 10.244.0.19:48675 - 13001 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.372080623s
[INFO] 10.244.0.24:48686 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001684377s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:59729->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:55414 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000586701s
[INFO] 10.244.0.24:39153 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.00061199s
[INFO] 10.244.0.24:35501 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.00060889s
[INFO] 10.244.0.26:40112 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001796131s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:36446->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:40919 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000524348s
[INFO] 10.244.0.26:50937 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000610918s
[INFO] 10.244.0.26:41371 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000612853s
[INFO] 10.244.0.23:43027 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001747566s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:50704->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:41373 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000552103s
[INFO] 10.244.0.23:60071 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000531897s
[INFO] 10.244.0.23:58888 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000566417s
[INFO] 10.244.0.24:59742 - 17 "A IN postgres. udp 26 false 512" - - 0 2.001305283s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:46063->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:36017 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000583978s
[INFO] 10.244.0.24:58230 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000584023s
[INFO] 10.244.0.24:56450 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000668142s
[INFO] 10.244.0.26:48283 - 17 "A IN postgres. udp 26 false 512" - - 0 2.002049699s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:48711->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:55913 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.00049101s
[INFO] 10.244.0.26:33468 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000816186s
[INFO] 10.244.0.26:44550 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000589711s
[INFO] 10.244.0.23:38158 - 17 "A IN postgres. udp 26 false 512" - - 0 2.001308486s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:46349->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:33254 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000528507s
[INFO] 10.244.0.23:55628 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000322265s
[INFO] 10.244.0.23:43379 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000403406s
[INFO] 10.244.0.24:33171 - 21 "A IN postgres. udp 26 false 512" - - 0 2.001554754s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:51779->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:59566 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000484503s
[INFO] 10.244.0.24:59483 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000375728s
[INFO] 10.244.0.24:47597 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000318186s
[INFO] 10.244.0.26:32798 - 21 "A IN postgres. udp 26 false 512" - - 0 2.001617854s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:52518->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:47389 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000427812s
[INFO] 10.244.0.26:42099 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000337668s
[INFO] 10.244.0.26:38998 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000347983s
[INFO] 10.244.0.23:47075 - 21 "A IN postgres. udp 26 false 512" - - 0 2.001673857s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:34524->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:47834 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000473842s
[INFO] 10.244.0.23:51963 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000349335s
[INFO] 10.244.0.23:39742 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000289881s
[INFO] 10.244.0.24:49058 - 25 "A IN postgres. udp 26 false 512" - - 0 2.002067446s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:39922->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:40866 - 25 "A IN postgres. udp 26 false 512" - - 0 2.001343527s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:38424->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:38314 - 25 "A IN postgres. udp 26 false 512" - - 0 2.047341895s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:58648->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:46421 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000972698s
[INFO] 10.244.0.24:35613 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000768429s
[INFO] 10.244.0.24:52729 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000873796s
[INFO] 10.244.0.26:39227 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000808185s
[INFO] 10.244.0.26:58473 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.00081581s
[INFO] 10.244.0.26:54037 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000715315s
[INFO] 10.244.0.23:51663 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.001001149s
[INFO] 10.244.0.23:50189 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000666121s
[INFO] 10.244.0.23:44460 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000923509s
[INFO] 10.244.0.19:44607 - 40909 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000781017s
[INFO] 10.244.0.19:49174 - 24014 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.001034831s
[INFO] 10.244.0.19:42450 - 43201 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000584258s
[INFO] 10.244.0.24:42470 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.00164197s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:34084->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:42618 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000661264s
[INFO] 10.244.0.24:53572 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.002052573s
[INFO] 10.244.0.24:54122 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000575019s
[INFO] 10.244.0.26:60335 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.002576881s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:34932->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:42350 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.001031339s
[INFO] 10.244.0.26:59444 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000639953s
[INFO] 10.244.0.26:54030 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000660236s
[INFO] 10.244.0.23:46223 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.001769514s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:49269->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:52155 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000702052s
[INFO] 10.244.0.23:50211 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000577987s
[INFO] 10.244.0.23:38392 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000622337s
[INFO] 10.244.0.19:34769 - 64508 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 1.604649759s
[INFO] 10.244.0.24:34281 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.002035565s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:45620->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:44640 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000656591s
[INFO] 10.244.0.24:60131 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.001063437s
[INFO] 10.244.0.24:44410 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000420751s
[INFO] 10.244.0.26:54196 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.002349334s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:60560->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:41106 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000666178s
[INFO] 10.244.0.26:34540 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000457202s
[INFO] 10.244.0.26:51020 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000563636s
[INFO] 10.244.0.23:59263 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001769907s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:43040->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:48237 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000387438s
[INFO] 10.244.0.23:42159 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000339285s
[INFO] 10.244.0.23:33048 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000279002s
[INFO] 10.244.0.24:37949 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001666169s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:45527->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:36100 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000384691s
[INFO] 10.244.0.24:58333 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000599523s
[INFO] 10.244.0.24:44624 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000305667s
[INFO] 10.244.0.26:50409 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001145102s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:36043->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:48723 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000352775s
[INFO] 10.244.0.26:51957 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000320109s
[INFO] 10.244.0.26:59966 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000292116s
[INFO] 10.244.0.23:45980 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.000624702s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:33527->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:38307 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000820664s
[INFO] 10.244.0.23:44625 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000445842s
[INFO] 10.244.0.23:42656 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000511522s
[INFO] 10.244.0.24:59290 - 17 "A IN postgres. udp 26 false 512" - - 0 2.001720289s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:35783->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:45617 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000677165s
[INFO] 10.244.0.24:40211 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000611356s
[INFO] 10.244.0.24:52781 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000603001s
[INFO] 10.244.0.26:40568 - 17 "A IN postgres. udp 26 false 512" - - 0 2.001570154s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:50505->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:39948 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000625079s
[INFO] 10.244.0.26:38792 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.00047433s
[INFO] 10.244.0.26:39138 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000583471s
[INFO] 10.244.0.23:48777 - 17 "A IN postgres. udp 26 false 512" - - 0 2.002189768s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:42587->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:56124 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000638705s
[INFO] 10.244.0.23:36000 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000651508s
[INFO] 10.244.0.23:56684 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.0006497s
[INFO] 10.244.0.24:35778 - 21 "A IN postgres. udp 26 false 512" - - 0 2.001355967s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:33798->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:52704 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000549753s
[INFO] 10.244.0.24:36552 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000715166s
[INFO] 10.244.0.24:47396 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000423978s
[INFO] 10.244.0.26:40608 - 21 "A IN postgres. udp 26 false 512" - - 0 2.002067061s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:42696->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:47762 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000769874s
[INFO] 10.244.0.26:58353 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000489557s
[INFO] 10.244.0.26:40292 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.001096255s
[INFO] 10.244.0.23:60999 - 21 "A IN postgres. udp 26 false 512" - - 0 2.002003031s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:57774->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:44806 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000461865s
[INFO] 10.244.0.23:44287 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000380559s
[INFO] 10.244.0.23:46897 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000615059s
[INFO] 10.244.0.19:35046 - 43690 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000581416s
[INFO] 10.244.0.19:43911 - 16279 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000471058s
[INFO] 10.244.0.19:36168 - 14505 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000422576s
[INFO] 10.244.0.24:35328 - 25 "A IN postgres. udp 26 false 512" - - 0 2.002091768s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:54645->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:60724 - 25 "A IN postgres. udp 26 false 512" - - 0 2.000925155s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:56524->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:59339 - 25 "A IN postgres. udp 26 false 512" - - 0 2.001643492s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:58313->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:33172 - 55115 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001741601s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:52611->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:58026 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.00059823s
[INFO] 10.244.0.24:54995 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000692979s
[INFO] 10.244.0.24:53232 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000416007s
[INFO] 10.244.0.26:55337 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000828156s
[INFO] 10.244.0.26:57411 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000569133s
[INFO] 10.244.0.26:53281 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000273965s
[INFO] 10.244.0.23:33542 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000499148s
[INFO] 10.244.0.23:36622 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000634758s
[INFO] 10.244.0.23:40435 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000337918s
[INFO] 10.244.0.24:55986 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.000934044s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:60587->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:37739 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000781271s
[INFO] 10.244.0.24:52970 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000532133s
[INFO] 10.244.0.24:59126 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000650087s
[INFO] 10.244.0.26:44941 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.002283143s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:59861->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:51510 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000455805s
[INFO] 10.244.0.26:49632 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000343496s
[INFO] 10.244.0.26:34211 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000354051s
[INFO] 10.244.0.23:47998 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.001904151s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:33608->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:54255 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000827692s
[INFO] 10.244.0.23:56106 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.0006701s
[INFO] 10.244.0.23:47912 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.035014541s
[INFO] 10.244.0.24:43072 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001731094s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:50149->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:36815 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000514902s
[INFO] 10.244.0.24:47755 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000422155s
[INFO] 10.244.0.24:57194 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000586084s
[INFO] 10.244.0.26:49514 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001381124s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:55086->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:59855 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000482243s
[INFO] 10.244.0.26:49707 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000599537s
[INFO] 10.244.0.26:54706 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000360447s
[INFO] 10.244.0.23:39708 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.002434798s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:45099->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:50107 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000649389s
[INFO] 10.244.0.23:40575 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000685065s
[INFO] 10.244.0.23:41909 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000731726s
[INFO] 10.244.0.24:60973 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.003118435s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:56225->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:54572 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.00079883s
[INFO] 10.244.0.24:55550 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.001022754s
[INFO] 10.244.0.24:44448 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000681454s
[INFO] 10.244.0.26:38600 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001286313s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:60387->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:60681 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000751248s
