==== START logs for container coredns of pod kube-system/coredns-66bc5c9577-2d4h5 ====
maxprocs: Leaving GOMAXPROCS=16: CPU quota undefined
.:53
[INFO] plugin/reload: Running configuration SHA512 = e7e8a6c4578bf29b9f453cb54ade3fb14671793481527b7435e35119b25e84eb3a79242b1f470199f8605ace441674db8f1b6715b77448c20dde63e2dc5d2169
CoreDNS-1.12.1
linux/amd64, go1.24.1, 707c7c1
[INFO] 10.244.0.19:40189 - 35353 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000715253s
[INFO] 10.244.0.19:33081 - 50959 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000639064s
[INFO] 10.244.0.19:37967 - 65108 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001242369s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:41878->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:56453 - 35981 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000479744s
[INFO] 10.244.0.19:40653 - 3116 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000502713s
[INFO] 10.244.0.19:33753 - 7904 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000372517s
[INFO] 10.244.0.19:51404 - 35522 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001310753s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:56752->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:58869 - 42372 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000519338s
[INFO] 10.244.0.19:39324 - 24483 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000426077s
[INFO] 10.244.0.19:45773 - 8429 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000633084s
[INFO] 10.244.0.19:56197 - 24579 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001386903s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:36777->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:35494 - 5394 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000714291s
[INFO] 10.244.0.19:50373 - 26669 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00093463s
[INFO] 10.244.0.19:33628 - 25208 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000552664s
[INFO] 10.244.0.19:53343 - 15947 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001590594s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:37663->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:35934 - 19789 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000939899s
[INFO] 10.244.0.19:37287 - 1976 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000673821s
[INFO] 10.244.0.19:41413 - 51711 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00070857s
[INFO] 10.244.0.19:60401 - 1778 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002306974s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:35621->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:59847 - 8579 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00075394s
[INFO] 10.244.0.19:33491 - 62388 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000733854s
[INFO] 10.244.0.19:50698 - 51019 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00069364s
[INFO] 10.244.0.19:38377 - 17660 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001361898s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:48375->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:59500 - 31985 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00063279s
[INFO] 10.244.0.19:55524 - 55737 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000537705s
[INFO] 10.244.0.19:60923 - 25057 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000516369s
[INFO] 10.244.0.19:45034 - 27627 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002588314s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:56361->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:50119 - 7398 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000826108s
[INFO] 10.244.0.19:47021 - 38569 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000747867s
[INFO] 10.244.0.19:39359 - 47785 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000653951s
[INFO] 10.244.0.19:41393 - 61591 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001430208s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:56332->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:50403 - 48205 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000654207s
[INFO] 10.244.0.19:45052 - 63720 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000635564s
[INFO] 10.244.0.19:53493 - 9114 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000618095s
[INFO] 10.244.0.19:47072 - 28888 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002391189s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:41890->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:35177 - 26161 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000690126s
[INFO] 10.244.0.19:33321 - 40926 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000603542s
[INFO] 10.244.0.19:46904 - 12812 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000558242s
[INFO] 10.244.0.19:57536 - 47767 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.000959933s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:41784->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:56424 - 34528 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000469998s
[INFO] 10.244.0.19:32863 - 41102 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.0004745s
[INFO] 10.244.0.19:49720 - 50311 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000446634s
[INFO] 10.244.0.19:38649 - 32264 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001207705s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:45433->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:60146 - 53546 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000450238s
[INFO] 10.244.0.19:33783 - 41194 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000534853s
[INFO] 10.244.0.19:41659 - 60899 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000348656s
[INFO] 10.244.0.19:33631 - 37670 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.00125912s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:48890->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:35675 - 50698 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000492552s
[INFO] 10.244.0.19:35726 - 37664 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000427058s
[INFO] 10.244.0.19:49143 - 6318 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000561055s
[INFO] 10.244.0.19:38555 - 3069 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.000699735s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:60001->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:51799 - 61644 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000517545s
[INFO] 10.244.0.19:41522 - 52968 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000580228s
[INFO] 10.244.0.19:42448 - 63890 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000570554s
[INFO] 10.244.0.19:47578 - 5701 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001374586s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:41438->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:58482 - 36034 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000684606s
[INFO] 10.244.0.19:57961 - 20749 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000627921s
[INFO] 10.244.0.19:40268 - 2082 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000572793s
[INFO] 10.244.0.19:44613 - 63842 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001943552s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:41547->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:42499 - 62813 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000577936s
[INFO] 10.244.0.19:57459 - 52734 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000508001s
[INFO] 10.244.0.19:46739 - 50418 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000595519s
[INFO] 10.244.0.19:60878 - 33737 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001324758s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:56413->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:50400 - 60500 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000969013s
[INFO] 10.244.0.19:45458 - 37940 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000652086s
[INFO] 10.244.0.19:48009 - 24182 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000558371s
[INFO] 10.244.0.19:60495 - 48094 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002146621s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:52694->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:32954 - 5943 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000493834s
[INFO] 10.244.0.19:42819 - 10319 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000371685s
[INFO] 10.244.0.19:56458 - 7146 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000363143s
[INFO] 10.244.0.19:36271 - 23381 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.000931795s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:58262->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:56624 - 5981 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000334783s
[INFO] 10.244.0.19:40331 - 37075 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000304717s
[INFO] 10.244.0.19:42461 - 60314 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000233859s
[INFO] 10.244.0.19:58983 - 40685 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001028094s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:36065->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:56884 - 21862 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000313611s
[INFO] 10.244.0.19:34851 - 21664 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000257561s
[INFO] 10.244.0.19:45371 - 14030 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000199724s
[INFO] 10.244.0.19:51056 - 37140 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002235012s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:33287->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:56254 - 30968 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000588702s
[INFO] 10.244.0.19:57698 - 15473 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.288561451s
[INFO] 10.244.0.19:47879 - 17002 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000998125s
[INFO] 10.244.0.19:45452 - 53982 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.006412276s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:60026->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:53666 - 8775 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000951589s
[INFO] 10.244.0.19:39368 - 60088 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.001382775s
[INFO] 10.244.0.19:50096 - 9831 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00077857s
[INFO] 10.244.0.19:50436 - 51591 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.003898337s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:52532->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:40408 - 35533 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.001074429s
[INFO] 10.244.0.19:45844 - 13125 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000594835s
[INFO] 10.244.0.19:38884 - 41310 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000667432s
[INFO] 10.244.0.19:52748 - 29852 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.00163409s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:42233->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:37133 - 18436 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000794292s
[INFO] 10.244.0.19:36360 - 58514 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000688351s
[INFO] 10.244.0.19:60215 - 29551 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000601807s
[INFO] 10.244.0.19:46028 - 53086 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002423654s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:47275->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:33384 - 15105 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000743339s
[INFO] 10.244.0.19:39294 - 4770 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00062331s
[INFO] 10.244.0.19:54243 - 14653 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000597874s
[INFO] 10.244.0.19:33857 - 26502 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001791073s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:33695->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:42532 - 3707 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.006236506s
[INFO] 10.244.0.19:42812 - 58636 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000514711s
[INFO] 10.244.0.19:41699 - 52359 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00045279s
[INFO] 10.244.0.19:54386 - 17568 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.882539638s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:36075->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:57834 - 61396 "TXT IN _grpc_config.localhost. udp 51 false 1232" SERVFAIL qr,rd 40 6.096394847s
[INFO] 10.244.0.19:39637 - 21818 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.001217816s
[INFO] 10.244.0.19:48549 - 17398 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000594624s
[INFO] 10.244.0.19:50426 - 15673 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000678554s
[INFO] 10.244.0.19:35174 - 36621 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001843849s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:40589->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:55071 - 10729 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.002302412s
[INFO] 10.244.0.19:54190 - 19313 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000538861s
[INFO] 10.244.0.19:34681 - 46178 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.002688838s
[INFO] 10.244.0.19:45429 - 22231 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.0016659s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:34275->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:50547 - 8439 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000649951s
[INFO] 10.244.0.19:40458 - 44525 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.01201024s
[INFO] 10.244.0.19:54034 - 3153 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000587201s
[INFO] 10.244.0.19:47035 - 390 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.021960642s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:37251->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:55318 - 50469 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.003168641s
[INFO] 10.244.0.19:40674 - 60401 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000755368s
[INFO] 10.244.0.19:48330 - 13552 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000989576s
[INFO] 10.244.0.19:51234 - 11713 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002728866s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:48314->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:45395 - 20483 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000418944s
[INFO] 10.244.0.19:37263 - 56834 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000441098s
[INFO] 10.244.0.19:38349 - 40603 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000412727s
[INFO] 10.244.0.19:41936 - 12184 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.00071829s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:45335->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:60345 - 46960 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00102337s
[INFO] 10.244.0.19:34386 - 9779 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000723188s
[INFO] 10.244.0.19:45205 - 48737 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000550967s
[INFO] 10.244.0.19:58270 - 4918 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002750211s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:58743->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:60877 - 29964 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00088059s
[INFO] 10.244.0.19:52259 - 35829 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000778669s
[INFO] 10.244.0.19:59376 - 17004 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000930072s
[INFO] 10.244.0.19:40371 - 29937 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001594599s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:43813->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:45259 - 872 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000517572s
[INFO] 10.244.0.19:51332 - 43641 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00051995s
[INFO] 10.244.0.19:48235 - 27077 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000407215s
[INFO] 10.244.0.19:52799 - 59151 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.002417865s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:43682->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:43746 - 36598 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.058023463s
[INFO] 10.244.0.19:40327 - 59195 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000535286s
[INFO] 10.244.0.19:43450 - 180 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000585592s
[INFO] 10.244.0.19:55957 - 62964 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001052586s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:41033->192.168.65.254:53: i/o timeout
[WARNING] plugin/health: Local health request to "http://:8080/health" failed: Get "http://:8080/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
[INFO] 10.244.0.19:36887 - 34442 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000686554s
[INFO] 10.244.0.19:44856 - 31222 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000311262s
[INFO] 10.244.0.19:59110 - 5952 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000459129s
[INFO] 10.244.0.19:43539 - 48625 "TXT IN _grpc_config.localhost. udp 51 false 1232" - - 0 2.001560327s
[ERROR] plugin/errors: 2 _grpc_config.localhost. TXT: read udp 10.244.0.16:46039->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:52967 - 43030 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00076757s
